,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
5452,female,no,yes,yes,37,yes,no,dsl,yes,yes,no,no,yes,yes,one year,no,bank transfer (automatic),75.1,2658.8,no
3516,male,no,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,43.3,123.65,yes
2049,female,no,yes,no,69,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,bank transfer (automatic),85.4,5869.4,no
6500,female,no,no,no,21,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,mailed check,35.1,770.4,no
6665,male,no,yes,yes,43,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),29.3,1224.05,no
4129,male,no,yes,yes,34,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,mailed check,84.05,2909.95,no
4711,male,no,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.8,607.7,no
270,female,yes,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.45,1511.2,yes
1607,male,yes,yes,no,13,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),89.05,1169.35,yes
5483,female,no,yes,no,55,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,77.75,4458.15,yes
4566,male,no,yes,no,68,yes,no,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,100.3,6754.35,no
2711,female,no,yes,yes,28,yes,no,fiber optic,no,no,no,no,yes,yes,one year,yes,bank transfer (automatic),90.1,2598.95,yes
536,female,no,yes,no,63,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),81.55,5029.05,no
1803,female,no,no,no,36,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,mailed check,53.1,1901.25,no
4060,male,no,yes,yes,54,yes,yes,dsl,no,no,yes,no,no,yes,two year,no,credit card (automatic),63.35,3409.1,no
6595,male,no,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,82.55,5832.65,no
3010,male,yes,no,yes,38,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,80.45,3162.65,no
5827,male,no,yes,yes,34,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),90.05,3097.0,no
2637,female,no,yes,yes,36,no,no phone service,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),40.65,1547.35,no
5147,male,no,no,no,28,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),30.1,810.85,no
747,female,yes,no,no,3,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,mailed check,75.05,202.9,no
2204,male,no,yes,yes,67,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,111.3,7482.1,yes
968,female,no,no,no,71,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),77.35,5550.1,no
3468,male,no,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,19.7,no
849,female,no,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.8,6510.45,no
1436,female,no,no,no,2,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,91.4,193.6,yes
2380,male,no,yes,yes,60,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,bank transfer (automatic),103.75,5969.95,no
5571,male,no,yes,no,61,yes,yes,dsl,no,yes,yes,no,yes,yes,one year,yes,electronic check,79.8,4914.8,no
860,male,no,no,no,26,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.8,457.3,no
2033,male,no,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,20.2,yes
5874,female,no,no,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.6,1060.2,yes
4550,female,no,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),26.25,1988.05,no
5755,male,yes,yes,no,15,yes,yes,fiber optic,yes,no,yes,no,yes,no,month-to-month,yes,electronic check,96.5,1392.25,no
2330,male,no,yes,yes,28,yes,yes,dsl,no,yes,no,no,no,yes,month-to-month,no,electronic check,64.4,1802.15,no
6772,male,no,no,no,38,yes,no,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,62.3,2354.8,yes
3476,male,yes,yes,no,65,yes,yes,fiber optic,yes,no,no,no,yes,yes,one year,yes,electronic check,100.75,6674.65,no
6755,male,no,no,no,42,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,electronic check,79.9,3313.4,no
2871,male,no,yes,no,14,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.1,1235.55,yes
5825,male,yes,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.3,70.3,yes
3309,female,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,527.5,no
5190,male,yes,yes,yes,29,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,103.95,2964.8,no
815,female,no,no,no,25,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,mailed check,84.6,2088.05,no
2912,male,yes,yes,no,32,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,93.5,2970.8,no
3530,female,no,no,no,17,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.0,1108.0,no
5581,male,no,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,113.15,7856.0,yes
6148,female,no,no,no,69,yes,yes,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,66.9,4577.9,no
2278,female,yes,no,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,electronic check,48.2,340.35,no
6896,female,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,43.95,43.95,yes
4474,male,no,no,no,57,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),53.35,3090.05,no
2416,male,no,no,no,27,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),100.5,2673.45,no
3055,male,no,no,yes,49,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),75.2,3678.3,yes
3280,male,no,yes,no,55,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,58.6,3068.6,no
4261,male,no,no,no,57,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,mailed check,54.65,3134.7,no
1262,female,no,yes,no,12,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,51.25,612.1,no
756,male,no,no,no,66,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.7,1253.8,no
5742,male,yes,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,114.5,8331.95,no
2552,female,no,yes,no,47,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,26.9,1250.85,no
6464,male,yes,no,no,50,yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),70.35,3454.6,no
1438,female,no,no,no,40,yes,no,dsl,no,no,yes,no,no,no,one year,yes,mailed check,50.25,2023.55,no
6860,female,no,no,no,37,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),101.9,3545.35,yes
6053,female,no,no,yes,43,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,electronic check,25.1,1070.15,no
4896,male,no,no,no,24,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.7,1167.8,no
733,female,no,yes,yes,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),79.05,5730.7,no
2260,female,no,no,no,3,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,credit card (automatic),80.1,217.55,yes
1702,female,no,yes,no,21,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),104.4,2200.25,yes
4410,female,no,yes,no,16,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),94.65,1461.15,no
6869,female,no,yes,yes,45,yes,no,dsl,no,yes,no,yes,no,no,one year,yes,credit card (automatic),54.15,2319.8,yes
389,male,no,no,yes,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.0,44.0,no
6819,male,yes,no,no,55,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,98.8,5617.75,yes
6334,female,no,no,yes,67,yes,yes,fiber optic,no,yes,no,yes,yes,yes,two year,yes,electronic check,104.0,7039.05,no
6187,male,no,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,165.5,no
5584,male,no,yes,no,11,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.5,896.9,yes
365,male,no,no,no,5,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,bank transfer (automatic),96.5,492.55,yes
38,male,no,no,no,34,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.35,3549.25,yes
1396,female,no,no,no,64,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),100.05,6254.2,yes
5541,female,no,no,no,61,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,electronic check,106.6,6428.4,yes
6028,male,no,yes,no,12,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.85,866.45,yes
3938,female,no,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,50.95,123.05,no
6174,male,no,no,no,4,no,no phone service,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,29.65,118.5,yes
6723,male,no,no,no,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.05,902.0,no
6673,female,yes,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,43.95,85.1,no
5194,male,no,no,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.4,2001.5,yes
686,male,no,no,no,51,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),24.6,1266.4,no
1152,male,no,no,no,7,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,54.85,370.4,no
2490,male,no,no,yes,39,yes,yes,fiber optic,no,no,no,yes,yes,yes,two year,no,mailed check,100.55,3895.35,no
5632,male,no,no,no,58,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.3,1131.5,no
6983,female,no,no,no,23,yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,bank transfer (automatic),83.2,2032.3,no
6136,female,no,yes,yes,46,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.25,890.35,no
2489,female,no,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,78.45,5333.35,no
3880,male,no,yes,yes,26,yes,yes,dsl,no,no,yes,yes,yes,yes,one year,yes,credit card (automatic),82.0,2083.1,no
4189,female,no,yes,yes,69,yes,yes,dsl,yes,yes,no,yes,yes,no,one year,no,credit card (automatic),73.7,4885.85,no
1504,female,no,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.1,1247.75,no
412,female,no,yes,no,29,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.95,2149.05,no
931,male,no,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,two year,no,bank transfer (automatic),80.6,2651.1,no
1259,female,yes,no,no,46,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,no,credit card (automatic),95.25,4424.2,yes
6775,male,yes,no,no,57,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),79.75,4438.2,no
5314,female,no,yes,no,70,no,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),64.55,4504.9,no
6686,male,no,yes,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),109.75,7758.9,no
717,male,no,no,no,32,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),85.65,2664.3,no
3798,male,no,no,no,42,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,100.3,4222.95,no
5991,male,no,no,no,16,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,94.25,1483.25,yes
3841,male,yes,yes,no,36,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,96.5,3436.1,yes
1502,male,no,yes,no,49,yes,yes,dsl,yes,no,no,no,no,no,one year,yes,electronic check,55.35,2633.95,no
5441,female,no,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,no,two year,no,credit card (automatic),65.3,4759.75,yes
580,female,no,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.0,233.55,yes
4211,male,yes,no,no,24,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.95,2496.7,yes
6291,female,no,no,no,59,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),79.85,4786.1,no
985,female,yes,yes,no,33,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),80.6,2656.5,yes
7018,male,no,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,70.65,70.65,yes
2710,female,no,yes,no,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.4,482.8,no
986,female,no,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),43.8,540.95,no
4548,female,no,no,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,84.3,1855.65,yes
93,female,no,no,no,65,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),111.05,7107.0,no
3017,female,no,yes,yes,18,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,mailed check,61.5,1087.45,no
5425,female,no,no,no,30,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,no,electronic check,100.45,3096.9,no
3917,male,yes,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,69.1,69.1,yes
6747,female,no,yes,no,52,no,no phone service,dsl,yes,no,yes,no,no,no,one year,no,mailed check,35.45,1958.95,no
5494,female,no,no,no,8,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,84.95,668.4,yes
1512,female,no,yes,yes,14,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,84.8,1203.9,no
4108,male,no,yes,yes,33,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.45,600.25,no
332,male,no,no,no,46,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,credit card (automatic),94.9,4422.95,no
386,female,yes,yes,no,55,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,85.45,4874.7,yes
4909,male,no,yes,no,51,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),83.85,4307.1,no
7022,male,no,no,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,electronic check,104.95,7544.3,no
5056,female,no,yes,yes,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,no,credit card (automatic),84.7,5893.9,no
7037,female,no,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),21.15,1419.4,no
5534,male,no,no,yes,21,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,80.35,1747.2,no
1871,female,no,yes,yes,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.8,4539.35,no
1608,male,no,no,no,17,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,20.1,279.5,no
1297,female,no,no,no,5,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.6,402.5,no
4480,female,no,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.4,69.4,yes
5385,male,no,no,no,53,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.45,4517.25,yes
68,female,no,yes,yes,50,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),20.15,930.9,no
2548,male,yes,no,no,8,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.95,562.7,no
5974,male,no,yes,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),20.05,218.5,no
239,male,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,284.35,no
873,female,no,no,no,60,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,50.8,3027.4,yes
1036,male,no,yes,yes,68,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.7,7849.85,no
2598,female,no,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,75.15,525.0,no
900,female,no,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.5,27.55,no
5579,female,no,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,bank transfer (automatic),93.9,6579.05,yes
3528,male,no,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.7,342.4,yes
5593,male,no,yes,no,31,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,credit card (automatic),75.5,2424.45,no
2097,male,no,no,no,9,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.05,811.65,no
3502,male,no,no,no,44,no,no phone service,dsl,yes,no,yes,no,yes,yes,one year,yes,electronic check,54.0,2440.25,no
4265,male,yes,yes,no,66,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),100.05,6871.9,yes
444,female,no,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.4,2937.65,no
6260,female,no,no,no,13,no,no phone service,dsl,no,no,yes,yes,no,no,two year,no,mailed check,35.4,450.4,no
1728,female,no,no,no,45,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),81.65,3618.7,no
318,male,yes,yes,no,24,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,93.15,2231.05,yes
2631,male,yes,yes,no,7,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,99.25,665.45,yes
1549,male,no,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.85,45.85,yes
4900,male,yes,yes,no,37,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,3171.15,yes
1228,female,no,yes,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,mailed check,100.85,4847.35,no
1877,male,no,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),88.55,6362.35,no
5628,female,no,no,no,13,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,electronic check,96.65,1244.5,yes
5985,female,no,yes,no,57,yes,yes,dsl,no,yes,yes,yes,yes,no,one year,no,bank transfer (automatic),74.6,4368.95,no
4688,female,yes,yes,no,70,yes,yes,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,90.85,6470.1,no
5568,female,no,yes,no,44,yes,yes,fiber optic,yes,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),95.1,4060.55,no
2953,female,no,yes,yes,20,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.85,2239.65,yes
1165,male,no,no,no,25,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.9,510.8,no
2973,female,no,yes,yes,62,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,100.15,6283.3,yes
6054,female,no,yes,yes,36,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),97.35,3457.9,yes
585,female,yes,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,85.7,85.7,yes
3803,male,no,yes,no,61,yes,yes,fiber optic,no,yes,no,yes,yes,no,two year,yes,electronic check,94.1,5638.3,yes
1105,female,no,yes,no,9,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.75,769.1,no
587,male,no,yes,yes,5,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.1,85.1,no
6443,female,no,no,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,150.35,no
2162,male,no,yes,no,28,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,no,credit card (automatic),96.6,2684.35,no
